condition,raw_rmse,normalized_rmse,n_fit_points
fig2d_50nM_I0,107.86040619543185,0.6609674756972083,449
fig2d_50nM_I1,22.77637321462369,0.04798768267858166,153
fig2d_25nM_I1,19.14835081394444,0.04027724336112496,162
fig2d_12p5nM_I1,19.0185536482914,0.040105777128832266,168
fig2d_6p25nM_I1,11.601217281474128,0.024612969637028678,176
fig2d_2p5nM_I1,18.850926641861317,0.03967587812506122,352
